A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
0.2860609221299146,0.4298903170423258,0.5557421015897857,0.7522468780468303,0.6598025047197433,0.32335426308540405,0.5619035794821201,0.33128682549646093,0.3739525450425949,0.7817981534304057,0.021480481812948593,0.6483164280170263,0.8768878186906088,0.8189584899351852,0.7187001111453697,0.8043241361186465,0.10484911676299674,0.22557055202871057,0.5734801005968694,0.6023640933322294
0.7472821855544372,0.5982540540311075,0.32492514898303343,0.6241685880244783,0.49005604732893965,0.4711841843938544,0.3214464051899444,0.8044732959462177,0.5055113534846046,0.4530056273607257,0.47244392940173513,0.5660774009597205,0.5042617424658307,0.22341935674503804,0.7394742040776238,0.4091016584020489,0.5888825369520161,0.26990344549389367,0.4747699033150552,0.8323898443278038
0.7635024455557791,0.6431172784727626,0.34854300624644696,0.7465860338307659,0.6701822257874808,0.21587601341690715,0.3849652507697563,0.28678313497700714,0.5835310867247161,0.34715184432168184,0.8009513622657065,0.3162922314258662,0.24141213887406743,0.3957349023246609,0.7013218909270982,0.2704986258403489,0.49924796548297146,0.20477681951722676,0.5762858706003933,0.602602124392886
0.19813472145882577,0.0769004055550736,1.0,0.4866709875444779,0.3870003785190431,0.5511133156681275,0.7105067872298206,0.2882518130219389,0.0,0.24729526653743258,0.21212368834648482,0.7340724146407712,0.5894946253211155,0.36070374986683956,0.662517058032202,0.6689963354842954,0.4222517046017313,0.14516211912175192,0.6678902842344421,0.24007409043377093
0.6536681956032354,0.29307301303239297,0.38312718914417826,0.36759355973823016,0.5539576394731663,0.673112178903953,0.1043060041605891,0.47695802902456935,0.8081662878823708,0.24416752654298948,0.49314625784942706,0.6066729236519967,0.7784544237476317,0.22492973138848887,0.16641737448595018,0.6400153500256007,0.3998396906307675,0.5811148895234679,0.3480927889509358,0.49296278164762813
0.46731779338968554,0.3054206190818408,0.22048943427649714,0.3700611706195918,0.5282853064992662,0.710002976791906,0.3668007354420083,0.27847077327724024,0.5954384321139262,0.717330865607317,0.6874772741318147,0.8029047801149065,0.6033028557683157,0.33894170969668597,0.26429639800237215,0.7444338036315551,0.5517949657715506,0.5881638254489077,0.22833663250945982,0.43718700565194235
0.9343454640878004,0.3487862152009803,0.6870997764349484,0.7046971687178438,0.41067818863229255,0.40115549726512706,0.7965274954574852,0.18161601811726846,0.23036387833352795,0.7156866217578995,0.14547323520572597,0.8112800981701,0.6452749751482457,0.8268875683607332,0.6765811499162103,0.6636174707949415,0.3641329867824425,0.22700607774960646,0.5772313669276452,0.5477924484533974
0.44338809116979694,0.6808434022235703,0.2138948230408993,0.5142764063147885,0.4503409597175809,0.33756777697116247,0.3252683341221462,0.5807210670500397,0.5200614755670081,0.47287521274015554,0.5682051010323509,0.7082332891834219,0.24309623434195876,0.3597408042016087,0.3097811516920691,0.46241797029730436,0.15328388893864225,0.40649456064786627,0.6857223271434791,0.8494896229589417
0.4358202387792475,0.4706203169700345,0.25159433293915245,0.2768242975326852,0.5199952844523656,0.5234447050557121,0.38432103426246017,0.5820798148319228,0.4103464771309478,0.41756874561155255,0.8467057959755268,0.4058492763874,0.9184869635278152,0.12220060755130169,0.30001280952945536,0.5337785464123815,0.6041134867685309,0.7800171238154673,0.08636719249976027,0.5145199243893005
0.54876612461521,0.3396496761691283,0.19071284248820752,0.31848093745515255,0.46587401836782794,0.7469539849957794,0.29937229951326083,0.6062899287689744,0.5329391064281956,0.625782633601052,0.779791887773285,0.4110607391969502,0.6752968067628307,0.29178488451902035,0.16558365657976837,0.6939062102093351,0.4993405270140248,0.6439741150628684,0.28634968522375126,0.4536966351249027
0.18983428760597698,0.5457541537758228,0.2167477676724433,0.5875269353478588,0.7331747858989099,0.41386704266942187,0.286492824337156,0.5582551267954484,0.5659277255158386,0.3538499008743161,0.3806138926997362,0.7276246813785355,0.49936751799702433,0.3756400996611602,0.6908488526379242,0.18375994146629215,0.0,0.31822149946238776,0.5488135848287508,0.9286624655425926
0.6168720635716162,0.3420166610659467,0.8140320855484429,0.7867997531982016,0.28344955836930186,0.4247517800074773,0.6811495772578746,0.6126194854771019,0.26741258654634403,0.5519650487363149,0.5466119785914806,0.7515032414568418,0.45714063510136543,0.5167086772897396,0.6585801917023041,0.5158660927492146,0.2799559733010145,0.3576371562472569,0.5403847390541745,0.37616401352876505
0.5786805301429538,0.4834437437467068,0.1871683125423511,0.39240391915576056,0.8013429804201118,0.8232476764726931,0.3688435842896241,0.38845611833481003,0.5358636185716351,0.6730609832501242,0.5887554393283221,0.6567329496639008,0.7853566935801615,0.3026312295422283,0.13626510027262012,0.8965623913984463,0.6361339736918716,0.7512325424438091,0.3511199228062828,0.39866347761964127
0.3523889295473918,0.4302669417919922,0.4049985820618257,0.4056818169745374,0.16991859997308456,0.5326281275522786,0.4562446749736034,0.4185386489507653,0.847124117120285,0.28494658927341454,0.5217234606297191,0.5206467350424275,0.734895705004236,0.17896703969100392,0.24221796078993776,0.6218318048840694,0.39305096461206335,0.6231819269037161,0.2923296155967381,0.5317475717249311
0.5178773887387238,0.48478326978036806,0.6527939596991513,0.8182985861801841,0.48869198870907,0.21263265005779808,0.786827487332128,0.2941222665621096,0.27875394353702565,0.8695604267112547,0.19456040535062802,0.6505143694468192,0.6243350923801393,0.6039077277361962,0.5497705310266816,0.6916439230618856,0.8097581635762008,0.2226160227817576,0.4680667992608007,0.23321835646521544
0.7439508253920206,0.857138011866595,0.37095583507341967,0.6007803041100961,0.11837527007043391,0.36130560071261664,0.32763752535693885,0.49043999889822637,0.6968173374728456,0.5187702303303513,0.683992987523103,0.26782383118155023,0.32392082513907666,0.24223245511110486,0.500800120669681,0.4175602177390316,0.6596791077550754,0.31980207886045187,0.45769803705017736,0.8254991103069165
0.16462588354262098,0.29969730495971836,0.6442355810300293,0.6288703363426356,0.2711941938074285,0.3117061464446409,0.4730962773497949,0.6041270260706689,0.30100648655624973,0.2912497628671648,0.410716582333602,0.6857642845059255,0.7883304160330111,0.8366713481201241,0.475844809417498,0.5483506523660097,0.5124818176500234,0.378402339005575,0.6001619942596756,0.5184779216114642
0.5299897027159561,0.3286225561893744,0.30907697110608595,0.33574280630201725,0.5949338498975147,0.6086754582810624,0.3524634015784176,0.5228930934481203,0.5365029145879094,0.7654427370585764,0.6351358958290347,0.6021445431194716,0.759360412485335,0.2717780908126596,0.1084867329951274,0.6762109808821027,0.5912740880784734,0.7361184044285178,0.3688536008867268,0.2735577287028327
0.45814807587090567,0.42392622924794804,0.5266306739765246,0.5764538887206564,0.6082330177708826,0.5771293507439543,0.8512226039758789,0.3990883061924654,0.36059531767738595,0.41765770410528774,0.4927113355526287,0.8707534381847529,0.9836964145422353,0.9722286012158807,0.5717760546572224,0.5402505451155828,0.7907773271886608,0.4235175994649856,0.9999999999999999,0.4918332557854922
0.7244555892248328,0.4386563159129023,0.5414301937833079,0.7613728782049523,0.6844386217805318,0.43690383931681176,0.7929098610738015,0.04183851178536441,0.2511483252556891,0.696200655431652,0.029482990684140176,0.4531638442255008,0.8452091525117309,0.7699111690861398,0.6989370688318726,0.6751708460111046,0.6964459909977846,0.10607957680013053,0.5680700969585923,0.4373651556167557
0.7286615015040676,0.7713294535195343,0.39350752059516153,0.6687217391498668,0.2720055499613562,0.5641774780066672,0.2525606860610882,0.16711430912658265,0.7563998009999577,0.453727452559696,0.5699266101165203,0.5957652496389383,0.3323324841353008,0.055504930522261076,0.48372803596353936,0.17932217695650504,0.3669529478481658,0.4691027448072217,0.44225757234747776,0.6868361241920561
0.1645881451071199,0.8191563613584201,0.3680606521330684,0.5512015488158424,0.3560233155782249,0.2353584323599605,0.4107371332036158,0.29986021741446794,0.5991225668632443,0.4338177985468374,0.461839557272362,0.7469796975424294,0.3325145566839255,0.33306866358580417,0.5486326167110482,0.3503936644077952,0.7235136136285452,0.2908543903003199,0.5906094932474522,0.8551359880670972
0.21834776785849896,0.1491884867579351,0.2501068910510308,0.4737420904573712,0.5070967135110624,0.5161150986233763,0.1812408088920489,0.6206804509610175,0.6890003386374726,0.3473820398193924,0.5113762305867,0.49675805404508905,0.5332679119694665,0.20218310469401019,0.3658516791600517,0.5014770567684275,0.31346063485577497,0.3276995798215432,0.15127937610975545,0.47498533781031366
0.45261429304661194,0.3262331973008282,0.23453701077978217,0.3979928503099027,0.4146381395317713,0.4707301385258763,0.36462860488674276,0.3729192415850948,0.8609473306902059,0.44422690031786777,0.6717630219190945,0.6098342561739912,0.7883145213441128,0.3598040914892813,0.10853692401933734,0.5937950847621084,0.46018578681635597,0.4686238701528332,0.5322601870626782,0.29439868949675124
